,loss,accuracy,val_loss,val_accuracy,lr
13,0.14187435805797577,0.9538852572441101,0.11921273916959763,0.9622092843055725,6.267216e-06
14,0.14644981920719147,0.9488017559051514,0.11773461848497391,0.9622092843055725,5.9538556e-06
15,0.16072966158390045,0.9462599754333496,0.12080242484807968,0.9622092843055725,5.6561626e-06
16,0.14179855585098267,0.9497095346450806,0.12351907789707184,0.9622092843055725,5.3733547e-06
17,0.15390460193157196,0.9473493099212646,0.12471101433038712,0.9622092843055725,5.104687e-06
18,0.13325434923171997,0.9546114802360535,0.12080957740545273,0.9607558250427246,4.8494526e-06
19,0.14827845990657806,0.9488017559051514,0.12200921028852463,0.9622092843055725,4.60698e-06
,0,1,2
0,221,7,0
1,7,221,3
2,1,20,210
,pneumonia,covid,normal,accuracy,macro avg,weighted avg
precision,0.9650655021834061,0.8911290322580645,0.9859154929577465,0.9449275362318841,0.9473700091330723,0.9472930722067666
recall,0.9692982456140351,0.9567099567099567,0.9090909090909091,0.9449275362318841,0.9450330371383003,0.9449275362318841
f1-score,0.9671772428884027,0.9227557411273487,0.9459459459459459,0.9449275362318841,0.9452929766538992,0.9451978276702708
support,228.0,231.0,231.0,0.9449275362318841,690.0,690.0
,loss,accuracy,val_loss,val_accuracy,lr
0,0.1779772937297821,0.9424473643302917,0.14531320333480835,0.9520348906517029,0.0002
1,0.18932688236236572,0.9429920315742493,0.1445809155702591,0.957848846912384,0.0002
